project_id,title,description,category,department,difficulty,required_skills,tech_stack,research_area,research_tags,avg_grade_given,times_selected
IFS-BD-967,Organizational Network Analysis for Collaboration Mapping,A project focused on organizational network analysis for collaboration mapping,Organization,Information Systems,Medium,"Python, SQL, Excel","Python, SQL, Excel",Software Engineering,"code quality, continuous integration, databases, network, organization, organizational",2.8,10
IFS-BD-968,Skills Gap Analysis and Training Needs Assessment,A project focused on skills gap analysis and training needs assessment,Organization,Information Systems,Medium,"Python, SQL, Excel","Excel, SQL, Python",Software Engineering,"agile, code quality, databases, design patterns, organization, python programming",3.5,8
IFS-BD-969,Succession Planning System for Leadership Development,A project focused on succession planning system for leadership development,Organization,Information Systems,Medium,"Python, SQL, Excel","SQL, Python, Excel",Software Engineering,"agile, databases, organization, planning, python programming, software architecture",3.25,4
IFS-BD-970,Organizational Efficiency Analysis Framework,A project focused on organizational efficiency analysis framework,Organization,Information Systems,Medium,"Python, SQL, Excel","SQL, Python, Excel",Software Engineering,"agile, code quality, continuous integration, databases, efficiency, organization",3.39,7
IFT-AT-1026,Software Defined Networking (SDN) Controller Implementation,A project focused on software defined networking (sdn) controller implementation,Network,Information Technology,Medium,"Python, Linux, TCP/IP, SDN, Wireshark","Wireshark, TCP/IP, Linux, Python",Networking,"defined, network, network protocols, python programming, software, software defined networking",3.32,10
IFT-AT-1027,Network Traffic Optimization Framework for Bandwidth Management,A project focused on network traffic optimization framework for bandwidth management,Network,Information Technology,Medium,"Python, Linux, TCP/IP, SDN, Wireshark","Wireshark, SDN, Linux, Python, TCP/IP",Networking,"dns, network, network monitoring, python programming, traffic",3.12,5
IFT-AT-1028,Quality of Service (QoS) Management System for Network Prioritization,A project focused on quality of service (qos) management system for network prioritization,Network,Information Technology,Medium,"Python, Linux, TCP/IP, SDN, Wireshark","Wireshark, SDN, TCP/IP, Linux",Networking,"network, python programming, quality, routing, service, switching",2.73,11
IFT-AT-1029,Virtual Private Network (VPN) Infrastructure Design and Security,A project focused on virtual private network (vpn) infrastructure design and security,Network,Information Technology,Medium,"Python, Linux, TCP/IP, SDN, Wireshark","Wireshark, SDN, Python, TCP/IP, Linux",Networking,"network, network management, network monitoring, private, python programming, virtual",2.8,6
IFT-AT-1030,Wireless Network Optimization for Coverage and Performance,A project focused on wireless network optimization for coverage and performance,Network,Information Technology,Medium,"Python, Linux, TCP/IP, SDN, Wireshark","Wireshark, Python, Linux, SDN, TCP/IP",Networking,"network, network monitoring, network protocols, python programming, software defined networking, switching",2.7,8
IFT-AT-1031,Distributed Storage System with Fault Tolerance and Replication,A project focused on distributed storage system with fault tolerance and replication,Storage,Information Technology,Medium,"Python, Linux, AWS, Azure","Linux, AWS, Azure",Database Systems,"cloud computing, distributed, indexing, nosql, python programming, replication",2.67,4
IFT-AT-1032,Data Deduplication Engine for Storage Optimization,A project focused on data deduplication engine for storage optimization,Storage,Information Technology,Medium,"Python, Linux, AWS, Azure","AWS, Linux, Azure",Database Systems,"cloud computing, data, data migration, deduplication, indexing, python programming",3.26,6
IFT-AT-1033,Storage Tiering Strategy for Cost Optimization,A project focused on storage tiering strategy for cost optimization,Storage,Information Technology,Medium,"Python, Linux, AWS, Azure","Azure, Linux, Python, AWS",Database Systems,"cloud computing, nosql, python programming, sharding, storage, tiering",3.29,7
IFT-AT-1034,Backup and Archive Management System for Data Retention,A project focused on backup and archive management system for data retention,Storage,Information Technology,Medium,"Python, Linux, AWS, Azure","AWS, Azure, Linux",Database Systems,"archive, backup, cloud computing, data migration, python programming, sharding",2.87,4
IFT-AT-1035,Snapshot Management Framework for Point-in-Time Recovery,A project focused on snapshot management framework for point-in-time recovery,Storage,Information Technology,Medium,"Python, Linux, AWS, Azure","AWS, Azure, Linux, Python",Database Systems,"cloud computing, database design, indexing, management, python programming, query optimization",3.45,12
IFT-AT-1036,Virtual Machine Resource Allocation and Optimization,A project focused on virtual machine resource allocation and optimization,Virtualization,Information Technology,Medium,"VMware, Docker, Kubernetes, Linux, Python","Linux, Docker, Kubernetes, VMware",Cloud Computing,"aws, container orchestration, containerization, machine, orchestration, serverless",2.86,4
IFT-AT-1037,Container Orchestration Optimization for Performance,A project focused on container orchestration optimization for performance,Virtualization,Information Technology,Medium,"VMware, Docker, Kubernetes, Linux, Python","Python, Kubernetes, Linux, VMware, Docker",Cloud Computing,"azure, cloud architecture, container, containerization, infrastructure as code, orchestration",2.6,7
IFT-AT-1038,Hypervisor Performance Monitoring and Tuning System,A project focused on hypervisor performance monitoring and tuning system,Virtualization,Information Technology,Medium,"VMware, Docker, Kubernetes, Linux, Python","Python, Kubernetes, Docker",Cloud Computing,"containerization, containers, gcp, hypervisor, orchestration, performance",2.56,13
IFT-AT-1039,Infrastructure Provisioning Automation Framework,A project focused on infrastructure provisioning automation framework,Automation,Information Technology,Medium,"Python, Ansible, Terraform, Jenkins, Linux","Python, Jenkins, Ansible",Software Engineering,"automation, code quality, continuous integration, infrastructure, provisioning, python programming",2.55,10
IFT-AT-1040,Self-Healing Infrastructure System for Automatic Recovery,A project focused on self-healing infrastructure system for automatic recovery,Automation,Information Technology,Medium,"Python, Ansible, Terraform, Jenkins, Linux","Python, Ansible, Jenkins, Terraform",Software Engineering,"automation, design patterns, healing, python programming, refactoring, self",3.35,10
IFT-AT-1041,Capacity Planning and Auto-Scaling Framework,A project focused on capacity planning and auto-scaling framework,Automation,Information Technology,Medium,"Python, Ansible, Terraform, Jenkins, Linux","Jenkins, Ansible, Linux, Terraform, Python",Software Engineering,"automation, capacity, planning, python programming, requirements engineering, software architecture",2.73,2
IFT-AT-1042,Infrastructure Cost Optimization and Billing System,A project focused on infrastructure cost optimization and billing system,Automation,Information Technology,Medium,"Python, Ansible, Terraform, Jenkins, Linux","Linux, Jenkins, Python",Software Engineering,"automation, cost, infrastructure, python programming, software architecture, software testing",2.7,5
IFT-AT-1043,Infrastructure Compliance Monitoring and Remediation,A project focused on infrastructure compliance monitoring and remediation,Automation,Information Technology,Medium,"Python, Ansible, Terraform, Jenkins, Linux","Ansible, Linux, Terraform, Python",Software Engineering,"automation, code quality, compliance, infrastructure, python programming, refactoring",3.33,10
SFE-AP-966,Application Performance Monitoring (APM) System,A project focused on application performance monitoring (apm) system,Performance,Software Engineering,Medium,"JavaScript, Python, Chrome DevTools, Lighthouse, SQL","JavaScript, Lighthouse, Chrome DevTools, Python, SQL",Software Engineering,"monitoring, performance, python programming, requirements engineering, software architecture",3.5,1
SFE-AP-967,Memory Profiling and Leak Detection Tool for Java Applications,A project focused on memory profiling and leak detection tool for java applications,Performance,Software Engineering,Medium,"JavaScript, Python, Chrome DevTools, Lighthouse, SQL","Python, Chrome DevTools, JavaScript",Software Engineering,"design patterns, memory, performance, profiling, python programming, software architecture",2.54,7
SFE-AP-968,CPU Profiling Framework for Performance Optimization,A project focused on cpu profiling framework for performance optimization,Performance,Software Engineering,Medium,"JavaScript, Python, Chrome DevTools, Lighthouse, SQL","Chrome DevTools, Python, SQL",Software Engineering,"code quality, continuous integration, design patterns, performance, profiling, python programming",2.56,3
SFE-AP-969,Database Query Optimization Engine for SQL Performance,A project focused on database query optimization engine for sql performance,Performance,Software Engineering,Medium,"JavaScript, Python, Chrome DevTools, Lighthouse, SQL","JavaScript, Chrome DevTools, Python, SQL, Lighthouse",Software Engineering,"code quality, continuous integration, database, design patterns, performance, python programming",2.64,6
SFE-AP-970,Caching Strategy Optimization for Hit Rate Improvement,A project focused on caching strategy optimization for hit rate improvement,Performance,Software Engineering,Medium,"JavaScript, Python, Chrome DevTools, Lighthouse, SQL","Python, JavaScript, SQL, Chrome DevTools",Software Engineering,"caching, code quality, performance, python programming, strategy, version control",2.79,8
SFE-AP-971,Technical Debt Detection Framework for Code Quality,A project focused on technical debt detection framework for code quality,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","JavaScript, SonarQube, Java, Git, Python",Software Engineering,"debt, devops, maintenance, python programming, refactoring, requirements engineering",3.43,2
SFE-AP-972,Refactoring Recommendation System for Code Improvement,A project focused on refactoring recommendation system for code improvement,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","Python, JavaScript, Java, SonarQube, Git",Software Engineering,"agile, continuous integration, maintenance, python programming, recommendation, refactoring",3.77,8
SFE-AP-973,Dependency Management System for Software Evolution,A project focused on dependency management system for software evolution,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","Git, Java, Python, SonarQube, JavaScript",Software Engineering,"code quality, dependency, maintenance, management, python programming, software maintenance",3.26,10
SFE-AP-974,Code Smells Detection Engine for Quality Assurance,A project focused on code smells detection engine for quality assurance,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","Python, Java, JavaScript",Software Engineering,"code, code quality, devops, maintenance, python programming, smells",3.48,7
SFE-AP-975,Regression Test Selection for Efficient Testing,A project focused on regression test selection for efficient testing,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","Java, SonarQube, Git, Python, JavaScript",Software Engineering,"code quality, maintenance, python programming, regression, test, testing",3.33,4
SFE-AP-976,Software Update and Patching Automation Platform,A project focused on software update and patching automation platform,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","SonarQube, Git, JavaScript",Software Engineering,"agile, devops, maintenance, python programming, software, testing",3.18,1
SFE-AP-977,Documentation Generation Framework for Automated Docs,A project focused on documentation generation framework for automated docs,Maintenance,Software Engineering,Medium,"Java, Python, JavaScript, Git, SonarQube","JavaScript, Java, Git, Python",Software Engineering,"code quality, continuous integration, documentation, generation, maintenance, python programming",3.68,1
ET-EM-1051,Federated Learning Framework for Privacy-Preserving Machine Learning,A project focused on federated learning framework for privacy-preserving machine learning,AI,Computer Science,Medium,"Python, SQL","Python, SQL",Computer Science,"ai, databases, federated, learning, python programming",3.63,10
ET-EM-1052,Differential Privacy Implementation for Data Protection in ML,A project focused on differential privacy implementation for data protection in ml,AI,Computer Science,Medium,"Python, SQL","SQL, Python",Computer Science,"ai, databases, differential, privacy, python programming",3.32,8
ET-EM-1053,Knowledge Distillation Framework for Model Compression,A project focused on knowledge distillation framework for model compression,AI,Computer Science,Medium,"Python, SQL","SQL, Python",Computer Science,"ai, databases, distillation, knowledge, python programming",2.57,5
ET-EM-1054,Reinforcement Learning Agent for Game Playing and Control,A project focused on reinforcement learning agent for game playing and control,AI,Computer Science,Medium,"Python, SQL","Python, SQL",Computer Science,"ai, databases, learning, python programming, reinforcement",2.73,2
ET-EM-1055,Multi-Agent Reinforcement Learning System for Cooperative Tasks,A project focused on multi-agent reinforcement learning system for cooperative tasks,AI,Computer Science,Medium,"Python, SQL","Python, SQL",Computer Science,"agent, ai, databases, multi, python programming",2.6,9
ET-EM-1056,TinyML Framework for Embedded Machine Learning,A project focused on tinyml framework for embedded machine learning,Edge,Computer Science,Medium,"Python, C, IoT, Docker, Kubernetes, Linux","Docker, IoT, C, Kubernetes, Python",Internet of Things,"edge, embedded, industrial iot, iot protocols, python programming, tinyml",2.82,10
ET-EM-1057,5G Network Optimization for Ultra-Reliable Low-Latency Communication,A project focused on 5g network optimization for ultra-reliable low-latency communication,Edge,Computer Science,Medium,"Python, C, IoT, Docker, Kubernetes, Linux","Kubernetes, Docker, C, Linux",Internet of Things,"edge, embedded systems, industrial iot, network, optimization, python programming",2.72,8
ET-EM-1058,Digital Twin Technology for Industrial IoT Monitoring,A project focused on digital twin technology for industrial iot monitoring,Edge,Computer Science,Medium,"Python, C, IoT, Docker, Kubernetes, Linux","Docker, Kubernetes, Linux, Python",Internet of Things,"digital, edge, industrial iot, iot analytics, python programming, sensor networks",3.49,3
ET-EM-1059,Mesh Network Protocol Implementation for IoT Connectivity,A project focused on mesh network protocol implementation for iot connectivity,Edge,Computer Science,Medium,"Python, C, IoT, Docker, Kubernetes, Linux","Kubernetes, Linux, C, IoT",Internet of Things,"edge, home automation, industrial iot, iot protocols, iot security, mesh",3.09,5
ET-EM-1060,Edge AI Inference with Model Quantization and Pruning,A project focused on edge ai inference with model quantization and pruning,Edge,Computer Science,Medium,"Python, C, IoT, Docker, Kubernetes, Linux","Kubernetes, Linux, Docker, Python",Internet of Things,"edge, edge computing, home automation, inference, iot protocols, python programming",3.69,4
SD-HT-1061,Medical Image Registration Algorithm for Multi-Modal Alignment,A project focused on medical image registration algorithm for multi-modal alignment,Medical,Software Engineering,Medium,"Python, SQL","Python, SQL",Computer Science,"databases, image, medical, python programming",3.03,8
SD-HT-1062,Radiotherapy Planning Optimization System for Dose Calculation,A project focused on radiotherapy planning optimization system for dose calculation,Medical,Software Engineering,Medium,"Python, SQL","SQL, Python",Computer Science,"databases, medical, planning, python programming, radiotherapy",3.14,9
SD-HT-1063,Pathology Image Analysis for Automated Diagnosis Assistance,A project focused on pathology image analysis for automated diagnosis assistance,Medical,Software Engineering,Medium,"Python, SQL","Python, SQL",Computer Science,"databases, image, medical, pathology, python programming",3.79,1
SD-HT-1064,Surgical Simulation System for Training and Planning,A project focused on surgical simulation system for training and planning,Medical,Software Engineering,Medium,"Python, SQL","SQL, Python",Computer Science,"databases, medical, python programming, simulation, surgical",3.49,5
SD-HT-1065,Drug Discovery Platform Using Molecular Docking Simulations,A project focused on drug discovery platform using molecular docking simulations,Medical,Software Engineering,Medium,"Python, SQL","SQL, Python",Computer Science,"databases, discovery, drug, medical, python programming",3.41,6
SD-HT-1066,Patient Risk Stratification Model for Clinical Decision Support,A project focused on patient risk stratification model for clinical decision support,Healthcare,Software Engineering,Medium,"Java, Python, SQL, HL7, FHIR","HL7, FHIR, SQL, Java, Python",Software Engineering,"agile, continuous integration, databases, healthcare, patient, python programming",2.84,5
SD-HT-1067,Healthcare Cost Analysis and Optimization System,A project focused on healthcare cost analysis and optimization system,Healthcare,Software Engineering,Medium,"Java, Python, SQL, HL7, FHIR","Python, SQL, Java, HL7",Software Engineering,"continuous integration, cost, databases, design patterns, healthcare, python programming",3.02,7
SD-HT-1068,Clinical Trial Management Platform for Research Administration,A project focused on clinical trial management platform for research administration,Healthcare,Software Engineering,Medium,"Java, Python, SQL, HL7, FHIR","Java, Python, HL7, FHIR, SQL",Software Engineering,"clinical, continuous integration, databases, devops, healthcare, python programming",3.36,9
SD-HT-1069,Disease Outbreak Detection and Prediction System,A project focused on disease outbreak detection and prediction system,Healthcare,Software Engineering,Medium,"Java, Python, SQL, HL7, FHIR","FHIR, SQL, HL7, Python",Software Engineering,"agile, continuous integration, databases, design patterns, disease, healthcare",2.85,5
SD-HT-1070,Healthcare Resource Allocation System for Optimal Utilization,A project focused on healthcare resource allocation system for optimal utilization,Healthcare,Software Engineering,Medium,"Java, Python, SQL, HL7, FHIR","HL7, SQL, Java",Software Engineering,"databases, healthcare, python programming, refactoring, resource, software architecture",2.59,2
COS-ALG-1151,Graph Neural Network Implementation for Graph-Based Learning,A project focused on graph neural network implementation for graph-based learning,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, data structures, databases, divide and conquer, dynamic programming, graph",2.74,6
COS-ALG-1152,Shortest Path Algorithm Optimization for Network Routing,A project focused on shortest path algorithm optimization for network routing,Algorithms,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithms, complexity analysis, databases, divide and conquer, path, python programming",3.24,8
COS-ALG-1153,Community Detection Algorithm Using Modularity Optimization,A project focused on community detection algorithm using modularity optimization,Algorithms,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithms, community, data structures, databases, detection, graph algorithms",3.78,5
COS-ALG-1154,Minimum Spanning Tree Algorithm for Network Connectivity,A project focused on minimum spanning tree algorithm for network connectivity,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, approximation algorithms, complexity analysis, data structures, databases, minimum",2.66,7
COS-ALG-1155,Centrality Measures Computation for Network Analysis,A project focused on centrality measures computation for network analysis,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, approximation algorithms, centrality, complexity analysis, databases, graph algorithms",2.58,1
COS-ALG-1156,Graph Embedding Framework for Node Representation Learning,A project focused on graph embedding framework for node representation learning,Algorithms,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithm design, algorithms, databases, divide and conquer, embedding, graph",3.28,7
COS-ALG-1157,Knowledge Graph Embedding for Semantic Information Representation,A project focused on knowledge graph embedding for semantic information representation,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, approximation algorithms, computational geometry, databases, dynamic programming, graph",3.39,6
COS-ALG-1158,Graph Matching Algorithm for Pattern Recognition,A project focused on graph matching algorithm for pattern recognition,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, approximation algorithms, databases, dynamic programming, graph, matching",2.57,10
COS-ALG-1159,Network Flow Algorithm for Maximum Flow Computation,A project focused on network flow algorithm for maximum flow computation,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, databases, dynamic programming, flow, greedy algorithms, network",2.53,4
COS-ALG-1160,Social Network Analysis Framework for Influence Propagation,A project focused on social network analysis framework for influence propagation,Algorithms,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithms, approximation algorithms, databases, greedy algorithms, network, python programming",3.04,9
COS-ALG-1161,Genetic Algorithm Framework for Evolutionary Optimization,A project focused on genetic algorithm framework for evolutionary optimization,Optimization,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithm, computational geometry, databases, genetic, optimization, python programming",3.76,1
COS-ALG-1162,Particle Swarm Optimization for Multi-Objective Problems,A project focused on particle swarm optimization for multi-objective problems,Optimization,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"approximation algorithms, databases, greedy algorithms, optimization, particle, python programming",3.46,7
COS-ALG-1163,Simulated Annealing Algorithm for Global Optimization,A project focused on simulated annealing algorithm for global optimization,Optimization,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"annealing, complexity analysis, databases, dynamic programming, optimization, python programming",3.29,5
COS-ALG-1164,Ant Colony Optimization for Combinatorial Problems,A project focused on ant colony optimization for combinatorial problems,Optimization,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"colony, complexity analysis, databases, greedy algorithms, optimization, python programming",3.58,5
COS-ALG-1165,Tabu Search Algorithm for Local Search Optimization,A project focused on tabu search algorithm for local search optimization,Optimization,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"complexity analysis, databases, divide and conquer, greedy algorithms, optimization, python programming",2.82,4
COS-ALG-1166,A* Search Algorithm for Path Planning and Navigation,A project focused on a* search algorithm for path planning and navigation,Optimization,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithm, algorithm design, computational geometry, data structures, databases, optimization",3.5,7
COS-ALG-1167,Branch and Bound Algorithm for Integer Programming,A project focused on branch and bound algorithm for integer programming,Optimization,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"bound, branch, complexity analysis, data structures, databases, divide and conquer",3.53,3
COS-ALG-1168,Constraint Satisfaction Problem Solver Using Backtracking,A project focused on constraint satisfaction problem solver using backtracking,Optimization,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"approximation algorithms, computational geometry, constraint, databases, divide and conquer, dynamic programming",2.79,5
COS-ALG-1169,Linear Programming Solver Using Simplex Method,A project focused on linear programming solver using simplex method,Optimization,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"complexity analysis, computational geometry, databases, linear, optimization, programming",3.72,10
COS-ALG-1170,Dynamic Programming Solution Framework for Optimization,A project focused on dynamic programming solution framework for optimization,Optimization,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"computational geometry, databases, dynamic, dynamic programming, optimization, programming",3.46,10
COS-ALG-1171,Convex Hull Algorithm Implementation for Point Sets,A project focused on convex hull algorithm implementation for point sets,Geometry,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"approximation algorithms, computational geometry, convex, databases, dynamic programming, geometry",3.18,3
COS-ALG-1172,Delaunay Triangulation for Point Cloud Triangulation,A project focused on delaunay triangulation for point cloud triangulation,Geometry,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithm design, databases, delaunay, divide and conquer, geometry, greedy algorithms",2.69,6
COS-ALG-1173,Voronoi Diagram Construction for Spatial Partitioning,A project focused on voronoi diagram construction for spatial partitioning,Geometry,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"approximation algorithms, data structures, databases, diagram, geometry, greedy algorithms",3.28,1
COS-ALG-1174,Polygon Clipping Algorithm for Computational Geometry,A project focused on polygon clipping algorithm for computational geometry,Geometry,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"approximation algorithms, clipping, databases, geometry, graph algorithms, greedy algorithms",3.42,6
COS-ALG-1175,Point Location Problem Solver for Spatial Queries,A project focused on point location problem solver for spatial queries,Geometry,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"databases, geometry, graph algorithms, location, point, python programming",3.7,1
COS-ALG-1176,Line Segment Intersection Algorithm for Geometric Analysis,A project focused on line segment intersection algorithm for geometric analysis,Geometry,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithm design, data structures, databases, geometry, line, python programming",3.01,10
COS-ALG-1177,Collision Detection Algorithm for Physics Simulation,A project focused on collision detection algorithm for physics simulation,Geometry,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"collision, complexity analysis, databases, detection, divide and conquer, dynamic programming",2.87,5
COS-ALG-1178,Space Partitioning Structure (Octree/KD-Tree) Implementation,A project focused on space partitioning structure (octree/kd-tree) implementation,Geometry,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"approximation algorithms, computational geometry, databases, geometry, partitioning, python programming",3.6,1
COS-ALG-1179,Sweep Line Algorithm for Computational Problems,A project focused on sweep line algorithm for computational problems,Geometry,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"approximation algorithms, data structures, databases, geometry, greedy algorithms, line",2.88,8
COS-ALG-1180,Convex Polygon Algorithm for Geometric Computations,A project focused on convex polygon algorithm for geometric computations,Geometry,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"algorithm design, complexity analysis, computational geometry, convex, databases, geometry",2.99,3
COS-ALG-1181,Pattern Matching Algorithm Using KMP Method,A project focused on pattern matching algorithm using kmp method,String,Computer Science,Medium,"Python, SQL","Python, SQL",Algorithms and Theory,"computational geometry, databases, greedy algorithms, matching, pattern, python programming",3.73,3
COS-ALG-1182,Boyer-Moore String Searching Algorithm Implementation,A project focused on boyer-moore string searching algorithm implementation,String,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"boyer, databases, dynamic programming, moore, python programming, quantum computing",2.54,4
COS-ALG-1183,Regular Expression Engine for Pattern Matching,A project focused on regular expression engine for pattern matching,String,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"approximation algorithms, data structures, databases, dynamic programming, expression, python programming",3.51,3
COS-ALG-1184,Edit Distance Algorithm for String Similarity,A project focused on edit distance algorithm for string similarity,String,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"algorithm design, computational geometry, databases, distance, edit, greedy algorithms",2.65,2
COS-ALG-1185,Trie Data Structure Implementation for Prefix Searching,A project focused on trie data structure implementation for prefix searching,String,Computer Science,Medium,"Python, SQL","SQL, Python",Algorithms and Theory,"approximation algorithms, data, databases, python programming, quantum computing, string",3.12,10
CYB-FS-1186,Disk Forensics Framework for Hard Drive Analysis,A project focused on disk forensics framework for hard drive analysis,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Python, Autopsy, Wireshark, Volatility, Linux",Cybersecurity,"cryptography, digital forensics, disk, forensics, intrusion detection, python programming",3.43,2
CYB-FS-1187,File System Analysis Tool for Evidence Recovery,A project focused on file system analysis tool for evidence recovery,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Autopsy, Wireshark, Volatility, Python, Linux",Cybersecurity,"access control, file, forensics, incident response, intrusion detection, privacy",3.43,9
CYB-FS-1188,Registry Analysis System for Windows Artifacts,A project focused on registry analysis system for windows artifacts,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Python, Autopsy, Volatility, Linux, Wireshark",Cybersecurity,"cryptography, forensics, incident response, network security, python programming, registry",2.66,7
CYB-FS-1189,Application Artifacts Analysis for Forensic Investigation,A project focused on application artifacts analysis for forensic investigation,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Linux, Autopsy, Volatility",Cybersecurity,"artifacts, forensic, forensics, incident response, malware analysis, python programming",3.61,6
CYB-FS-1190,Memory Dump Analysis Framework for RAM Forensics,A project focused on memory dump analysis framework for ram forensics,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Python, Linux, Volatility",Cybersecurity,"dump, encryption, forensics, incident response, malware analysis, memory",3.77,7
CYB-FS-1191,Network Forensics Platform for Traffic Analysis,A project focused on network forensics platform for traffic analysis,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Python, Autopsy, Wireshark, Linux, Volatility",Cybersecurity,"access control, compliance, forensics, malware analysis, network, python programming",3.18,7
CYB-FS-1192,Mobile Device Forensics Framework for Smartphone Analysis,A project focused on mobile device forensics framework for smartphone analysis,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Linux, Autopsy, Volatility, Python",Cybersecurity,"compliance, device, forensics, intrusion detection, mobile, network security",2.89,3
CYB-FS-1193,Cloud Forensics Investigation System for Cloud Artifacts,A project focused on cloud forensics investigation system for cloud artifacts,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Autopsy, Linux, Volatility",Cybersecurity,"cloud, encryption, forensics, incident response, malware analysis, python programming",3.05,11
CYB-FS-1194,Timeline Analysis Tool for Digital Investigation,A project focused on timeline analysis tool for digital investigation,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Volatility, Linux, Autopsy, Python, Wireshark",Cybersecurity,"authentication, digital forensics, forensics, malware analysis, python programming, timeline",3.72,9
CYB-FS-1195,Evidence Chain Tracking System for Forensic Integrity,A project focused on evidence chain tracking system for forensic integrity,Forensics,Cybersecurity,Medium,"Python, Autopsy, Volatility, Wireshark, Linux","Linux, Autopsy, Python",Cybersecurity,"authentication, chain, compliance, encryption, evidence, forensics",3.43,4
CYB-FS-1196,Reverse Engineering Tool for Binary Analysis,A project focused on reverse engineering tool for binary analysis,Malware,Cybersecurity,Medium,"Python, C, Assembly, IDA Pro, Ghidra","Ghidra, C, IDA Pro, Python, Assembly",Cybersecurity,"access control, engineering, firewall, malware, network security, python programming",2.6,4
CYB-FS-1197,Disassembly Framework for Code Decompilation,A project focused on disassembly framework for code decompilation,Malware,Cybersecurity,Medium,"Python, C, Assembly, IDA Pro, Ghidra","Ghidra, Python, Assembly",Cybersecurity,"authentication, code, cryptography, disassembly, intrusion detection, malware",2.97,2
CYB-FS-1198,Debugger Implementation for Dynamic Analysis,A project focused on debugger implementation for dynamic analysis,Malware,Cybersecurity,Medium,"Python, C, Assembly, IDA Pro, Ghidra","Assembly, C, Python, IDA Pro",Cybersecurity,"debugger, dynamic, malware, penetration testing, python programming, vulnerability assessment",2.99,4
