student_id,department,year_level,gpa,avg_cs_grade,programming_languages,frameworks_tools,interests,preferred_difficulty,past_projects,num_past_projects,past_project_grades
STU-0176,Cybersecurity,4,2.17,2.09,"Assembly, C, Linux, Python","Keycloak, Wireshark, Linux, IDA Pro, PEfile, OAuth, YARA","malware analysis, access control, penetration testing",Medium,Effectiveness Testing System for Control Validation; Risk-Based Access Control Framework,2,1.91; 2.71
STU-0177,Information Technology,3,2.25,2.06,"Bash, Python","Kubernetes, Hyper-V, Ansible, KVM, Docker, Windows Server, VMware","virtualization, system administration",Medium,Database Replication Strategy Framework; Wastewater Treatment Optimization; Green IT ROI Calculator,3,2.7; 2.31; 1.94
STU-0178,Information Systems,3,3.01,3.05,"Python, Java, SQL, JavaScript, R","Excel, Pandas, Tableau, Salesforce, CRM Platforms","customer relationship management, decision support, data analytics",Medium,Brand Loyalty Analysis Framework for Customer Retention; Customer Churn Prediction System for Retention Strategy,2,2.12; 2.46
STU-0179,Cybersecurity,4,3.1,3.11,"Python, Linux, Assembly, C, Bash","Requests, Wireshark, Linux, John the Ripper, IDA Pro, PEfile, Nmap","malware analysis, penetration testing",Medium,Exploit Development Framework for Proof-of-Concept Creation; Impact Analysis Framework for Risk Impact; Multi-Factor Authentication System for Enhanced User Verification; IoT Data Encryption Framework for Information Security; Zero-Knowledge Proof System for Privacy Verification; Risk Assessment Tool for Threat Analysis,6,3.24; 3.25; 3.21; 2.83; 3.58; 2.82
STU-0180,Information Technology,3,3.28,2.95,"C++, C, Bash","Kubernetes, Sensors, TensorFlow Lite, Docker, ONNX Runtime, Arduino, Raspberry Pi, Embedded Systems","IoT, edge computing, virtualization",Easy,Wearable Device Framework for Health and Fitness Tracking; Radiotherapy Planning Optimization System for Dose Calculation; Quality of Service (QoS) Management System for Network Prioritization; Parallel Query Execution Framework; Cloud Resource Tagging and Governance,5,2.9; 3.31; 2.85; 3.35; 3.65
STU-0181,Information Systems,3,4.28,4.68,"SQL, Python","Excel, Pandas, Apache Atlas, Tableau","data governance, business intelligence, supply chain",Easy,RFM Segmentation Framework for Customer Valuation; Survey Creator for Survey Design; Compensation Analysis System for Salary Benchmarking,3,4.21; 3.91; 4.14
STU-0182,Computer Science,3,3.35,3.38,"C++, R, Python","PyTorch, Pandas, Git, Graph-tool, Docker, Jupyter","graph algorithms, machine learning",Medium,Binary Classification System for Medical Disease Diagnosis: A Healthcare Analytics Approach,1,3.86
STU-0183,Cybersecurity,3,2.63,2.42,"Linux, Python","Kubernetes, Azure SDK, Terraform, AWS, EnCase, Wireshark, Autopsy, Boto3","cloud security, digital forensics, IoT security",Easy,AI-Based Anomaly Detection System for Network Security; Container Resource Limit Enforcement; Organization-Based Access Control (OrBAC) Implementation; Attribute-Based Access Control (ABAC) System; Distributed Cache System for Performance Enhancement,5,2.86; 2.51; 2.78; 2.55; 2.62
STU-0184,Computer Science,3,3.36,3.38,Python,"PyTorch, Git, SpaCy, Linux, Hugging Face","natural language processing, optimization",Medium,Linear Programming Solver Using Simplex Method; Graph Isomorphism Network for Relational Data; Latency Optimization Framework for Response Time; Inception Module Design for Multi-Scale Feature Extraction in Deep Networks,4,3.06; 3.57; 3.04; 3.67
STU-0185,Information Technology,4,3.43,3.47,"Bash, Python","Kubernetes, Hyper-V, KVM, Docker, Linux","virtualization, containerization, infrastructure automation",Medium,ConfigMap and Secret Management System; Infrastructure Rollback Automation for Failed Deployments; Throttling System for Traffic Control; Update Deployment System for Patch Updates; Self-Healing Infrastructure System for Automatic Recovery; Hypervisor Performance Monitoring and Tuning System,6,3.61; 3.46; 3.86; 3.86; 2.9; 3.88
STU-0186,Information Technology,4,3.24,3.63,"Go, Bash, Python","Terraform, Jenkins, Ansible, Prometheus","infrastructure automation, monitoring, edge computing",Easy,Data Destruction and Certification; Virtual Private Network (VPN) Infrastructure Design and Security; Session Management for User Session Control,3,3.32; 3.02; 2.91
STU-0187,Information Technology,4,3.15,2.92,"Go, C, Bash, Python","Kubernetes, Terraform, GCP, AWS, Ansible, Netmiko","cloud infrastructure, networking, storage systems",Medium,Cloud Networking Architecture for Secure Communication; Password Policy Enforcement for Security Compliance; Multi-Cloud Deployment Strategy Framework; Hypervisor Performance Monitoring and Tuning System,4,2.97; 3.25; 3.0; 3.26
STU-0188,Information Systems,3,2.98,3.25,"Python, SQL","Excel, Pandas, Scikit-learn, Tableau, SQL Server, SQL, ETL Tools, Power BI","business intelligence, decision support",Easy,Autocorrelation Analysis Framework for Temporal Dependencies; Global Sequence Alignment Framework (Needleman-Wunsch); Data Export Framework for Data Delivery; Employee Engagement Analysis System for Workplace Culture; Profitability Analysis System for Financial Performance,5,3.31; 3.25; 3.28; 2.7; 3.2
STU-0189,Cybersecurity,4,3.7,3.83,"SQL, Linux, Python","Excel, Pandas, Reporting, Wireshark, Linux, Cryptography, GRC Tools","compliance, privacy",Medium,Right to be Forgotten Implementation Framework; Compliance Automation for Policy Compliance; Data Loss Prevention System for Cloud Data Protection; Social Engineering Assessment Platform for Human Risk Analysis,4,4.14; 4.06; 4.02; 3.32
STU-0190,Information Technology,4,2.58,2.37,"C++, C, Bash, Python","Sensors, KVM, Docker, Arduino, Raspberry Pi, Embedded Systems","IoT, virtualization, containerization",Medium,Leak Detection System for Network Monitoring; Cloud Resource Tagging and Governance; Water Usage Monitoring for Data Centers; API Data Mapping Framework for Schema Translation,4,2.4; 2.77; 2.45; 3.06
STU-0191,Software Engineering,4,2.57,2.45,"Python, Java, C#, CSS, HTML","Git, React, Spring Boot, Vue.js, Figma","UI/UX design, software architecture, database design",Medium,Supply Chain Planning Optimization System; WebSocket Implementation for Real-Time Communication; Biometric Authentication System for Security; WCAG Accessibility Checker Tool,4,2.39; 3.28; 2.62; 3.23
STU-0192,Information Technology,4,2.35,2.49,"Go, Bash, Python","Kubernetes, Terraform, GCP, AWS, Ansible, Docker","cloud infrastructure, infrastructure automation, green IT",Easy,Hybrid Cloud Infrastructure Design for On-Premise Integration; Infrastructure Rollback Automation for Failed Deployments,2,2.67; 2.59
STU-0193,Software Engineering,4,2.53,2.78,"CSS, HTML, JavaScript, Python","React, Git, Vue.js, Prometheus, Docker, Figma","UI/UX design, devops",Easy,Customer Queue Management System for Checkout; Producer-Consumer Pattern Framework; Virtual Reality Environment for VR Development,3,2.23; 2.31; 2.12
STU-0194,Computer Science,3,2.5,2.99,"C++, Python","PyTorch, CUDA, Git, NumPy, Docker, Jupyter","deep learning, computer vision",Medium,Ensemble Methods for Breast Cancer Classification and Risk Assessment in Medical Informatics; Video Compression and Codec Implementation; MobileNet Architecture for Edge Device Deployment in Mobile Computing; Regular Expression Engine for Pattern Matching,4,2.13; 3.24; 2.21; 2.38
STU-0195,Information Technology,3,3.44,3.36,"C++, Bash, Python","Kubernetes, Cloud Platforms, TensorFlow Lite, Docker, Linux, Monitoring Tools","edge computing, green IT, cloud infrastructure",Easy,Edge Computing Platform for Distributed Processing; Wastewater Treatment Optimization; System Monitor for Resource Utilization; StatefulSet Management for Persistent Applications; Demand Response Platform for Energy Management,5,3.55; 3.73; 3.26; 3.87; 3.54
STU-0196,Cybersecurity,3,3.25,3.1,"Linux, Python","FTK, EnCase, Wireshark, Linux, Cryptography, Autopsy, Volatility, SQL","privacy, digital forensics, AI security",Medium,Organization-Based Access Control (OrBAC) Implementation; Adversarial Attack Detection for AI Models; Network Anomaly Detection Using Statistical Methods; HIPAA Compliance Checking System for Healthcare Data; Log File Analysis Framework for Threat Detection and Incident Forensics,5,3.29; 3.18; 3.09; 3.39; 3.35
STU-0197,Information Technology,4,1.76,1.47,"Go, Bash, Python","Kubernetes, Terraform, GCP, AWS, Ansible, Docker","cloud infrastructure, system administration",Easy,API Catalog and Discovery System; Green Cloud Provider Selection Tool,2,1.44; 1.34
STU-0198,Information Technology,4,2.88,2.64,"Bash, Python","Kubernetes, Hyper-V, KVM, TensorFlow Lite","virtualization, edge computing",Easy,Virtual Private Network (VPN) Infrastructure Design and Security; Backup Verification and Integrity Checking; Disaster Recovery Planning for Business Continuity,3,2.38; 3.25; 2.53
STU-0199,Cybersecurity,3,3.26,3.42,"Bash, Linux, Python","Burp Suite, Requests, Wireshark, Scapy, Linux, John the Ripper, Sleuth Kit","penetration testing, digital forensics",Medium,Threat Intelligence Platform for Threat Data Aggregation; Policy Enforcement System for Security Policies; Zero-Day Threat Prediction Model; Log Analysis Engine for Forensic Investigation Support,4,3.11; 3.34; 2.87; 3.38
STU-0200,Software Engineering,4,2.88,2.91,"Python, Java, Go","Kubernetes, Terraform, Git, Spring Boot, Jenkins, Prometheus, Linux","devops, software architecture",Medium,Frontend Framework Benchmarking Tool; Succession Planning System for Leadership Development,2,2.43; 2.64
STU-0201,Computer Science,4,3.23,3.08,"C++, R, Python","Pandas, Git, Biopython, Graph-tool","graph algorithms, bioinformatics, reinforcement learning",Medium,Centrality Measures Computation for Network Analysis; SHAP Value Analysis for Feature Importance Quantification; Neuromorphic Hardware Programming; Chart Generator for Visual Analytics,4,2.49; 2.87; 3.45; 3.45
STU-0202,Cybersecurity,4,3.54,3.63,"Java, Bash, Linux, Python","Keycloak, Requests, LDAP, Wireshark, Active Directory, OAuth","access control, penetration testing, threat intelligence",Hard,Safety-Critical System Verification Framework; Cryptographic Protocol Analyzer for Security Verification; Model Poisoning Attack Prevention Framework; Privacy Impact Assessment Framework for Systems,4,3.08; 3.44; 3.49; 3.83
STU-0203,Information Systems,3,1.55,1.32,"Java, SQL, R, Python","Excel, Pandas, NumPy, Tableau, Salesforce","data analytics, customer relationship management, healthcare systems",Easy,Profitability Analysis System for Financial Performance; Sales Pipeline Management System for Sales Force Automation,2,1.0; 1.84
STU-0204,Computer Science,4,2.53,2.9,Python,"PyTorch, Pandas, Git, NumPy","reinforcement learning, data mining",Easy,Opinion Mining and Summarization System for Sentiment Extraction; Bundle Adjustment Algorithm for Optimization; Quantum Simulation Framework for Physical Simulation,3,2.06; 3.02; 2.6
STU-0205,Information Systems,4,3.0,2.77,"SQL, R, Python","Excel, Pandas, Apache Atlas, Tableau, Metadata Tools","data governance, decision support",Medium,Data Retention Policy System for Lifecycle Management; Profitability Analysis by Segment and Product; Production Planning and Scheduling System for Manufacturing,3,2.49; 3.13; 3.01
STU-0206,Cybersecurity,3,3.0,2.98,"Java, Bash, Linux, Python","Keycloak, Burp Suite, Requests, LDAP, Scapy, Active Directory, Linux","access control, penetration testing",Easy,Patch Deployment Automation System; Data Breach Notification Automation System; Multi-Cloud Security Framework for Heterogeneous Clouds,3,2.93; 3.26; 2.27
STU-0207,Software Engineering,4,3.09,2.64,"C++, Java, Kotlin, Dart","Android SDK, iOS SDK, Git, Android Studio, React Native, Blender, Photoshop","mobile development, game development",Easy,Gesture Recognition for XR Gestures; Audio System for Sound and Music Management; Virtual Reality Environment for VR Development; Design System Component Library; Collaborative Document Editing Platform for Real-Time Editing,5,2.56; 3.18; 3.04; 3.52; 3.41
STU-0208,Computer Science,4,2.95,2.88,Python,"Git, Surprise, Docker, Linux, Cirq, Jupyter","quantum computing, recommendation systems",Easy,Boyer-Moore String Searching Algorithm Implementation; Quantum Machine Learning Application; Subjectivity Analysis for Subjective Text Detection in Information Retrieval,3,3.05; 2.69; 2.58
STU-0209,Information Systems,3,3.37,3.26,"Java, SQL, JavaScript","Excel, React, Spring Boot, Cloud Platforms","e-government, business process management",Medium,Smart City Integration Framework,1,3.61
STU-0210,Cybersecurity,3,2.71,3.09,"C, Linux, Python","Requests, Wireshark, Modbus, Linux, SCADA, Nmap","operational technology security, penetration testing, malware analysis",Medium,Model Poisoning Attack Prevention Framework; Multi-Factor Authentication System for Enhanced User Verification; Anomaly Detection for IoT Systems for Threat Detection; Secrets Detection and Remediation System; Secure IoT Communication Protocol for Encrypted Messaging,5,2.82; 2.97; 3.39; 3.38; 2.46
STU-0211,Information Technology,4,2.45,2.7,"Go, Bash, Python","Kubernetes, Terraform, GCP, PostgreSQL, Ansible","cloud infrastructure, database administration",Medium,Key-Value Store Application for High-Speed Caching; Data Classification Framework for Information Security; Document Database Modeling for Semi-Structured Data; Waste Heat Recovery System; Query Execution Plan Analyzer and Optimizer,5,2.44; 2.23; 2.42; 2.72; 2.15
STU-0212,Information Technology,4,3.25,2.5,"Go, Bash, Python","Terraform, Jenkins, Ansible, Prometheus, Docker, GitLab CI","infrastructure automation, monitoring, database administration",Easy,Graph Database Implementation for Relationship-Heavy Data; Developer Documentation Generation System; Carbon Footprint Calculator for Emissions Calculation; Snapshot Management Framework for Point-in-Time Recovery,4,3.71; 3.78; 3.21; 3.21
STU-0213,Computer Science,4,3.1,3.22,"C++, Python","PyTorch, CUDA, Pandas, Git, Biopython, Docker, Jupyter, OpenCV","computer vision, bioinformatics, deep learning",Medium,Depth Estimation Network Using Stereo Vision; Line Segment Intersection Algorithm for Geometric Analysis; Aspect-Based Sentiment Analysis for Review Mining and Opinion Extraction; Decentralized Application Framework for DApp Development,4,3.3; 3.26; 3.5; 4.06
STU-0214,Cybersecurity,3,2.99,2.93,"Bash, Linux, Python","Burp Suite, Requests, Wireshark, Scapy, Linux, Cryptography, John the Ripper","penetration testing, privacy",Medium,Performance Dashboarding for Metrics Visualization; One-Class Support Vector Machine for Novelty Detection in Networks; Debugger Implementation for Dynamic Analysis; Input Validation Framework for SQL Injection and XSS Prevention; Control Mapping Framework for Control Documentation; SCADA System Security Framework,6,3.01; 2.97; 3.08; 3.32; 2.44; 3.8
STU-0215,Information Technology,3,2.56,2.54,"C++, Bash, Python","Kubernetes, Cloud Platforms, TensorFlow Lite, Docker, Linux","edge computing, green IT, virtualization",Easy,Edge Computing Platform for Distributed Processing; Compliance Automation for Policy Compliance,2,2.55; 1.84
STU-0216,Information Technology,3,3.52,3.28,"Go, C, Bash","Azure Blob, Prometheus, Docker, Linux, Ceph","monitoring, storage systems",Easy,Anomaly Detection for Industrial Processes; Distributed File System (DFS) Design; Cloud Service Cost Optimization System,3,2.78; 3.53; 3.82
STU-0217,Computer Science,3,2.5,2.69,"C++, Python","PyTorch, Git, Graph-tool, Docker, Linux, Jupyter, Neo4j","graph algorithms, generative ai, deep learning",Medium,Polygon Clipping Algorithm for Computational Geometry; Neural Network Architecture for Multi-layer Classification Using Deep Learning; Graph Neural Network for Attack Pattern Recognition; Open Reading Frame (ORF) Detection Algorithm,4,2.47; 1.97; 2.85; 2.63
STU-0218,Information Systems,3,2.63,2.37,"Java, SQL, Python","Excel, FHIR, HL7, Healthcare Platforms, Tableau, Docker, SQL","healthcare systems, data warehouse",Medium,Financial Forecasting Model with Scenario Planning,1,2.87
STU-0219,Software Engineering,4,2.35,2.17,"Java, HTML, JavaScript, Python","React, Git, Pytest, Selenium, Jest, Docker, CI/CD, VS Code","testing, UI/UX design",Easy,Composite Pattern for Hierarchical Structure; Network Anomaly Detection Using Statistical Methods; Cryptocurrency Exchange for Crypto Trading; Configuration File Manager for Config Management,4,2.43; 2.21; 2.85; 2.66
STU-0220,Cybersecurity,4,2.4,2.13,"C, Linux, Python","Git, MISP, Wireshark, Linux, PyCryptodome, OpenSSL","cryptography, threat intelligence",Easy,Industrial IoT Security Architecture; Indicator of Compromise (IOC) Correlation Engine for Pattern Detection,2,2.17; 2.46
STU-0221,Software Engineering,3,2.58,2.62,"Java, Go, JavaScript, Python","Kubernetes, Git, Spring Boot, RabbitMQ, Redis, Docker, Django ORM","microservices, database design",Medium,API Catalog and Discovery System; Snapshot Management Framework for Point-in-Time Recovery,2,2.19; 2.4
STU-0222,Information Technology,4,3.51,3.73,"C++, C, Bash, Python","Kubernetes, Helm, Sensors, Docker","IoT, containerization, database administration",Hard,Database Backup and Recovery System for Data Protection; Connected Vehicle Platform for Automotive IoT; Distributed IoT Intrusion Detection for Sensor Networks; Domain-Driven Design Framework for Complex Business Logic; Distributed Transaction Coordination System; Energy Consumption Monitor for Power Analysis,6,3.42; 3.67; 2.9; 4.16; 3.39; 3.83
STU-0223,Computer Science,4,3.91,3.6,"R, Python","PyTorch, CUDA, Pandas, Git, Docker, Jupyter, Linux","machine learning, deep learning",Hard,Neural Architecture Search (NAS) System for Automatic Design; Knowledge Graph Integration for Semantic Recommendations; ResNet Architecture Implementation for Object Recognition in Visual Computing,3,4.13; 4.19; 4.52
STU-0224,Information Technology,4,2.91,3.5,"C, Bash, Python","Cloud Platforms, Netmiko, Docker, Scapy","networking, green IT",Medium,Wireless Network Optimization for Coverage and Performance; Cloud Networking Architecture for Secure Communication; Distributed Transaction Coordination System; Master Data Hub Implementation for Data Consistency,4,2.56; 3.2; 3.57; 2.77
STU-0225,Information Technology,4,2.93,2.89,"C++, Bash, Python","Kubernetes, Hyper-V, TensorFlow Lite, Docker, Linux, ONNX Runtime","edge computing, virtualization, cloud infrastructure",Medium,Refurbishment Program Tracking; Energy Consumption Monitor for Power Analysis; Database Statistics Collection and Management,3,2.84; 3.18; 2.63
STU-0226,Information Technology,4,3.65,4.17,"Go, C, Bash, Python","Kubernetes, Terraform, GCP, AWS, Ansible, Scapy","cloud infrastructure, networking",Hard,Sustainable Procurement Framework; Helm Chart Development for Package Management; Distributed File System (DFS) Design,3,3.99; 3.68; 4.07
STU-0227,Information Systems,4,2.92,3.19,"Java, SQL, JavaScript","Excel, Pandas, React, Visualization Tools, Spring Boot, Tableau, ERP Systems, SQL","supply chain, e-government, data governance",Easy,Checkout Process Optimization System,1,2.81
STU-0228,Cybersecurity,3,3.05,3.08,"Bash, Linux, Python","Burp Suite, Requests, Wireshark, Scapy, Linux, John the Ripper","penetration testing, digital forensics",Easy,Malware Signature Generation Framework for Detection Rule Creation; Encryption Key Rotation System for Key Management; AI-Based Anomaly Detection System for Network Security; Input Validation Framework for SQL Injection and XSS Prevention; Hash Calculator Tool for Cryptographic Hashing; Graph Neural Network for Attack Pattern Recognition,6,3.33; 3.56; 3.06; 3.47; 3.24; 3.32
STU-0229,Computer Science,3,3.07,2.96,"C++, Python","PyTorch, CUDA, Git, NumPy, Linux","computer vision, deep learning, quantum computing",Easy,Spike-Timing-Dependent Plasticity Learning Rule Implementation; CycleGAN for Unpaired Image-to-Image Translation and Style Transfer; Time Series Anomaly Detection for Security Events; Object Tracking System for Video Sequences,4,3.54; 2.86; 3.18; 3.51
STU-0230,Information Technology,3,2.43,2.17,"Go, C, Bash, Python","Terraform, Ansible, Azure Blob, Pulumi, Docker, Ceph","storage systems, infrastructure automation",Medium,Message Broker Configuration for Multi-Protocol Support,1,2.49
STU-0231,Information Systems,3,4.26,4.49,"SQL, Python","Excel, React, Apache Atlas, Tableau, Metadata Tools","data governance, retail systems, customer relationship management",Medium,Transportation Planning Framework; Cart Abandonment Recovery System; Quality Management System Framework for Process Improvement,3,4.05; 3.58; 4.46
STU-0232,Software Engineering,3,4.17,4.46,"Python, Java, Kotlin, Dart, Swift, JavaScript","Android SDK, iOS SDK, Git, Spring Boot, Android Studio","mobile development, microservices",Medium,Developer Self-Service Portal Development; Word Game for Linguistic Entertainment,2,3.67; 4.41
STU-0233,Computer Science,3,2.83,2.62,"C++, Python","Git, Graph-tool, Linux, Jupyter, Neo4j, Transformers","graph algorithms, generative ai",Easy,Indoor Positioning System; Support Vector Regression for Continuous Value Prediction in Machine Learning; Implicit Feedback Modeling for Click and Purchase Data; Sentiment Analysis System for Social Media Data Using Text Mining Techniques,4,2.59; 2.93; 2.45; 2.44
STU-0234,Software Engineering,3,3.66,3.98,"Java, Go, JavaScript, Python","Kubernetes, Git, Spring Boot, RabbitMQ, Docker","microservices, API development",Medium,Microservices Architecture Design for Scalable Applications; Internal Developer Platform (IDP) Implementation; Rolling Update Strategy for Zero-Downtime Deployment; Task Assignment System for Task Allocation; Circuit Breaker Pattern for Failure Handling,5,3.63; 3.34; 3.41; 3.92; 3.05
STU-0235,Computer Science,4,2.67,2.76,"C++, Python","PyTorch, Git, Graph-tool, SpaCy, Linux, Jupyter, NLTK","natural language processing, graph algorithms",Easy,Quantum Optimization Algorithm for Problem Solving; 3D Data Visualization System for Multidimensional Analysis,2,3.21; 2.36
STU-0236,Cybersecurity,3,2.79,2.43,"Linux, Python","Azure SDK, Terraform, Elasticsearch, MISP, Wireshark, Linux, OpenCTI, Splunk","threat intelligence, cloud security",Easy,Multi-Cloud Deployment Strategy Framework; Organization-Based Access Control (OrBAC) Implementation; Bot Detection Framework for Web Services and Automated Attacks,3,2.84; 2.45; 3.08
STU-0237,Information Technology,4,3.01,2.85,"Go, Bash, Python","Kubernetes, Helm, Podman, Netmiko, Docker, Linux, Istio","containerization, networking, storage systems",Medium,Fault Tolerance Framework for Error Handling; Pub/Sub Pattern Implementation for Event Distribution,2,3.62; 2.87
STU-0238,Information Systems,3,3.89,3.67,"Java, SQL, Python","Excel, Activiti, Apache Atlas, Tableau","data governance, business process management",Easy,Citizen Services Platform for Public Services Delivery; Product Review and Rating System,2,3.39; 4.63
STU-0239,Cybersecurity,4,3.01,2.43,"Assembly, C, Linux","Wireshark, Linux, IDA Pro, PEfile","malware analysis, operational technology security",Medium,Registry Modification Tracking for Windows Systems and Configuration Changes; Access Log Analyzer for Access Audit; Kernel-Level Monitoring System for System Calls and Operating System Events,3,3.55; 2.88; 3.05
STU-0240,Software Engineering,4,3.71,4.19,"C++, Java, Go, Python, JavaScript","Kubernetes, Git, Spring Boot, RabbitMQ, Unreal Engine","microservices, game development",Hard,Automated Unit Testing Framework for Code Quality; Scheduling and Reservation System for Appointment Booking,2,4.04; 3.93
STU-0241,Computer Science,3,2.06,1.82,"R, Python","PyTorch, CUDA, Git, NumPy","deep learning, machine learning, bioinformatics",Medium,Automated Feature Engineering Framework for Machine Learning Pipelines; Event-Based Vision Sensor Processing Framework; Bagging Framework with Bootstrap Sampling for Variance Reduction; Item-Based Collaborative Filtering Framework for Product Suggestions; Quantum Optimization Algorithm for Problem Solving,5,2.23; 1.5; 1.78; 2.42; 1.29
STU-0242,Computer Science,3,2.96,3.06,"C++, Python","PyTorch, Git, NumPy, SpaCy, Linux","natural language processing, algorithms, deep learning",Easy,Attention Augmented Convolution Network for Enhanced Focus; Stance Detection Model for Debate Analysis and Argument Mining; Adversarial Training System for Model Robustness,3,2.9; 2.66; 3.37
STU-0243,Cybersecurity,4,3.04,3.46,"C, Linux, Python","Kubernetes, Azure SDK, Terraform, AWS, Scapy","cloud security, network security, IoT security",Easy,Registry Analysis System for Windows Artifacts; Cryptanalysis Tool for Weak Cipher Detection; Rail Transportation Security System; AI-Based Anomaly Detection System for Network Security,4,3.08; 2.9; 2.77; 2.51
STU-0244,Software Engineering,3,2.29,2.57,"HTML, CSS, JavaScript, Python","Webpack, Git, React, Django, Shopify, Vue.js, Docker","web development, e-commerce",Easy,Performance Optimization for Large-Scale SPA; Automated Deployment Framework for Release Management,2,2.34; 2.32
STU-0245,Software Engineering,4,3.22,3.65,"Python, Java, Go, Swift, JavaScript","Kubernetes, Git, Spring Boot, Android Studio, React Native, Docker","microservices, mobile development, web development",Easy,Responsive Design Framework for Multiple Devices; Dark Mode Implementation Framework; Configuration File Manager for Config Management,3,3.47; 3.47; 3.28
STU-0246,Cybersecurity,4,3.39,3.43,"Java, C, Linux, Python","Keycloak, Git, LDAP, Wireshark, PyCryptodome, OpenSSL","cryptography, access control, digital forensics",Medium,Cyber Threat Intelligence Extraction System; Click Fraud Detection in Digital Advertising Using Analytics; Timeline Analysis Tool for Digital Investigation; Quantum Cryptography Protocol Implementation; Binary Analysis Tool for Executable Classification and Reverse Engineering,5,3.39; 3.74; 3.06; 3.27; 2.21
STU-0247,Information Technology,3,2.65,2.38,"C, Bash, Python","Terraform, Ansible, Pulumi, Docker, Ceph","storage systems, infrastructure automation, edge computing",Medium,Robot Operating System Development for Robotics; Server Power Management Framework; IoT Device Authentication Framework for Device Verification; Session Management for User Session Control; Infrastructure Rollback Automation for Failed Deployments,5,2.8; 2.82; 2.81; 2.33; 2.75
STU-0248,Computer Science,4,3.52,2.81,Python,"PyTorch, CUDA, Pandas, Git, Docker, Jupyter, Linux","deep learning, bioinformatics, neural networks",Hard,Neural Ordinary Differential Equations (Neural ODE); Boosting Algorithm Optimization for Sequential Ensemble Building; Ligand-Protein Binding Affinity Prediction; Procedural Texture Generation Framework,4,3.55; 3.2; 3.88; 3.81
STU-0249,Information Systems,4,3.61,3.84,"Java, SQL, JavaScript, Python","Excel, Pandas, Tableau, Salesforce, CRM Platforms, Dynamics CRM","customer relationship management, business intelligence",Medium,Financial Ratio Analysis and Benchmarking System; Material Requirements Planning (MRP) System,2,3.22; 3.83
STU-0250,Software Engineering,3,3.04,2.94,"HTML, CSS, JavaScript","Webpack, Git, React, Jest","progressive web apps, testing",Medium,Production Scheduling Optimization Framework; Property-Based Testing Framework for Generative Testing; Decorator Pattern for Dynamic Behavior Addition; Vulnerability Prediction Model Using Machine Learning; Sleep Tracker for Sleep Monitoring; Bulletin Board for Announcements,6,2.89; 3.17; 2.84; 2.92; 3.23; 3.52
STU-0251,Cybersecurity,3,2.73,3.77,"SQL, Bash, Linux, Python","Pandas, Burp Suite, Reporting, Requests","penetration testing, compliance, operational technology security",Medium,Cloud Compliance Monitoring for Regulatory Adherence; Audit Trail Generation for Regulatory Evidence; Mobile Device Forensics Framework for Smartphone Analysis; Privacy Impact Assessment Framework for Systems; Automatic Threat Remediation Framework; DDoS Attack Detection Framework Using Statistical Analysis and Pattern Recognition,6,2.7; 1.87; 2.78; 2.76; 2.62; 2.09
STU-0252,Computer Science,4,3.36,3.65,Python,"PyTorch, Git, NumPy, Linux, Hugging Face","natural language processing, algorithms",Medium,Quantum Algorithm Simulator for Quantum Computing,1,2.64
STU-0253,Information Systems,3,2.11,2.15,"Java, SQL, Python","Excel, Pandas, Apache Atlas, Visualization Tools, Tableau, Metadata Tools, Collibra","data governance, supply chain, data analytics",Medium,Quality Control Automation Framework,1,2.0
STU-0254,Information Technology,3,4.43,4.76,"C++, Bash, Python","Energy Monitoring, TensorFlow Lite, Docker, Monitoring Tools","green IT, edge computing, system administration",Medium,Wearable Device Framework for Health and Fitness Tracking; IoT Device Authentication Framework for Device Verification; Edge AI Inference with Model Quantization and Pruning; Health Check and Readiness Probe System; API Data Mapping Framework for Schema Translation,5,4.45; 4.43; 4.35; 4.06; 4.17
STU-0255,Cybersecurity,3,3.34,3.45,"C, Linux, Python","Elasticsearch, MISP, Wireshark, Modbus, Linux, SCADA","operational technology security, threat intelligence, AI security",Medium,Adversarial Attack Detection for AI Models; Deep Learning Model for Malware Classification; API Key Management System for Application Security; Behavioral Biometrics Framework for Anomaly Detection,4,3.61; 3.57; 2.44; 3.42
STU-0256,Computer Science,4,2.45,2.62,"C++, R, Python","Pandas, Git, Scikit-learn, NumPy","data mining, computer vision, machine learning",Easy,Convolutional Neural Network for Object Classification in Visual Recognition Systems; Few-Shot Learning Approach for Limited Data Scenarios in Computer Vision; Stacked Denoising Autoencoders for Representation Learning in Deep Networks; Aspect-Based Sentiment Analysis for Review Mining and Opinion Extraction,4,2.16; 2.65; 2.89; 2.52
STU-0257,Computer Science,3,2.75,3.39,"C++, Python","Git, Graph-tool, Linux, Cirq, Qiskit, Jupyter","graph algorithms, quantum computing, algorithms",Easy,Procedural Texture Generation Framework; Net Promoter Score Calculation System for Customer Satisfaction; Multi-Model Database Design for Mixed Data Types,3,1.56; 1.88; 3.33
STU-0258,Cybersecurity,3,2.62,2.5,"C, Linux, Python","Wireshark, Scapy, Linux, Embedded Systems","privacy, IoT security",Easy,Password Manager for Credential Security,1,2.61
STU-0259,Software Engineering,3,3.05,3.2,"Python, Java, Go, CSS, HTML, JavaScript","Kubernetes, Git, React, Spring Boot","microservices, progressive web apps, software architecture",Medium,Metrics Collection and Aggregation Framework; System Testing Automation Platform for End-to-End Validation; Particle System for Visual Effects; Environment Parity Management System,4,3.33; 2.83; 3.03; 2.62
